Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28,17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,11,32
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,16,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,6,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,17,22
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,7,19
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,31,13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,17,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,19,19
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,7,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,16,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,12,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,4,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,13,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,23,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,9,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,11,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,4,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,20,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,7,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,17,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,1,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,7,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,9,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,13,13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,14,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,14,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,22,24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,9,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,17,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,4,19
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,15,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,8,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,27,26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,21,24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,9,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,10,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,19,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,6,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,19
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,5,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,19,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,6,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,14,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,16,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,8,21
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,6,22
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,8,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,12,13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15,21
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,10,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,18,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,9,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,3,26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,12,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,9,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,7,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,5,13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,10,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,33,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,12,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,12,19
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,12,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,2,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,12,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,7,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,17,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,18,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15,17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,26,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,15,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,12,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,13,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,6,13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,23,34
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,21,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,11,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,14,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,17,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,28,27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,30,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,18,27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,7,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,8,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,13,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
